Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Portuguese,Filtered,60/40,Naive Bayes,Multinomial,Yes,No,,
Portuguese,Filtered,60/40,Naive Bayes,Multinomial,No,Yes,,
Portuguese,Filtered,60/40,Naive Bayes,Multinomial,No,No,,
Portuguese,Filtered,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,Filtered,60/40,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,Filtered,60/40,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,Filtered,60/40,Naive Bayes,Bernoulli,No,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, small C",No,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, standard C",No,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"Linear kernel, large C",No,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, small C",No,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, standard C",No,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,Filtered,60/40,SVM,"RBF kernel, large C",No,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, small C",No,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, standard C",No,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Liblinear solver, large C",No,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, small C",No,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,Filtered,60/40,LR,"Lbfgs solver, large C",No,No,,
Portuguese,Filtered,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,Filtered,70/30,Naive Bayes,Multinomial,Yes,No,,
Portuguese,Filtered,70/30,Naive Bayes,Multinomial,No,Yes,,
Portuguese,Filtered,70/30,Naive Bayes,Multinomial,No,No,,
Portuguese,Filtered,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,Filtered,70/30,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,Filtered,70/30,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,Filtered,70/30,Naive Bayes,Bernoulli,No,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, small C",No,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, standard C",No,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"Linear kernel, large C",No,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, small C",No,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, standard C",No,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,Filtered,70/30,SVM,"RBF kernel, large C",No,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, small C",No,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, standard C",No,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Liblinear solver, large C",No,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, small C",No,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,Filtered,70/30,LR,"Lbfgs solver, large C",No,No,,
Portuguese,Filtered,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,Filtered,80/20,Naive Bayes,Multinomial,Yes,No,,
Portuguese,Filtered,80/20,Naive Bayes,Multinomial,No,Yes,,
Portuguese,Filtered,80/20,Naive Bayes,Multinomial,No,No,,
Portuguese,Filtered,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,Filtered,80/20,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,Filtered,80/20,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,Filtered,80/20,Naive Bayes,Bernoulli,No,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, small C",No,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, standard C",No,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"Linear kernel, large C",No,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, small C",No,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, standard C",No,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,Filtered,80/20,SVM,"RBF kernel, large C",No,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, small C",No,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, standard C",No,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Liblinear solver, large C",No,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, small C",No,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,Filtered,80/20,LR,"Lbfgs solver, large C",No,No,,
Portuguese,No,60/40,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,No,60/40,Naive Bayes,Multinomial,Yes,No,,
Portuguese,No,60/40,Naive Bayes,Multinomial,No,Yes,,
Portuguese,No,60/40,Naive Bayes,Multinomial,No,No,,
Portuguese,No,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,No,60/40,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,No,60/40,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,No,60/40,Naive Bayes,Bernoulli,No,No,,
Portuguese,No,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,No,60/40,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, small C",No,No,,
Portuguese,No,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,No,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, standard C",No,No,,
Portuguese,No,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,No,60/40,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,No,60/40,SVM,"Linear kernel, large C",No,No,,
Portuguese,No,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,No,60/40,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, small C",No,No,,
Portuguese,No,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,No,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, standard C",No,No,,
Portuguese,No,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,No,60/40,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,No,60/40,SVM,"RBF kernel, large C",No,No,,
Portuguese,No,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,No,60/40,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, small C",No,No,,
Portuguese,No,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,No,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, standard C",No,No,,
Portuguese,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,No,60/40,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,No,60/40,LR,"Liblinear solver, large C",No,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, small C",No,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,No,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,No,60/40,LR,"Lbfgs solver, large C",No,No,,
Portuguese,No,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,No,70/30,Naive Bayes,Multinomial,Yes,No,,
Portuguese,No,70/30,Naive Bayes,Multinomial,No,Yes,,
Portuguese,No,70/30,Naive Bayes,Multinomial,No,No,,
Portuguese,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,No,70/30,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,No,70/30,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,No,70/30,Naive Bayes,Bernoulli,No,No,,
Portuguese,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,No,70/30,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, small C",No,No,,
Portuguese,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,No,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, standard C",No,No,,
Portuguese,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,No,70/30,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,No,70/30,SVM,"Linear kernel, large C",No,No,,
Portuguese,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,No,70/30,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, small C",No,No,,
Portuguese,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,No,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, standard C",No,No,,
Portuguese,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,No,70/30,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,No,70/30,SVM,"RBF kernel, large C",No,No,,
Portuguese,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,No,70/30,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, small C",No,No,,
Portuguese,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,No,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, standard C",No,No,,
Portuguese,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,No,70/30,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,No,70/30,LR,"Liblinear solver, large C",No,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, small C",No,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,No,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,No,70/30,LR,"Lbfgs solver, large C",No,No,,
Portuguese,No,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,No,80/20,Naive Bayes,Multinomial,Yes,No,,
Portuguese,No,80/20,Naive Bayes,Multinomial,No,Yes,,
Portuguese,No,80/20,Naive Bayes,Multinomial,No,No,,
Portuguese,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,No,80/20,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,No,80/20,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,No,80/20,Naive Bayes,Bernoulli,No,No,,
Portuguese,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,No,80/20,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, small C",No,No,,
Portuguese,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,No,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, standard C",No,No,,
Portuguese,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,No,80/20,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,No,80/20,SVM,"Linear kernel, large C",No,No,,
Portuguese,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,No,80/20,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, small C",No,No,,
Portuguese,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,No,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, standard C",No,No,,
Portuguese,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,No,80/20,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,No,80/20,SVM,"RBF kernel, large C",No,No,,
Portuguese,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,No,80/20,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, small C",No,No,,
Portuguese,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,No,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, standard C",No,No,,
Portuguese,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,No,80/20,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,No,80/20,LR,"Liblinear solver, large C",No,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, small C",No,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,No,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,No,80/20,LR,"Lbfgs solver, large C",No,No,,
English,All,60/40,Naive Bayes,Multinomial,Yes,Yes,,
English,All,60/40,Naive Bayes,Multinomial,Yes,No,,
English,All,60/40,Naive Bayes,Multinomial,No,Yes,,
English,All,60/40,Naive Bayes,Multinomial,No,No,,
English,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
English,All,60/40,Naive Bayes,Bernoulli,Yes,No,,
English,All,60/40,Naive Bayes,Bernoulli,No,Yes,,
English,All,60/40,Naive Bayes,Bernoulli,No,No,,
English,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
English,All,60/40,SVM,"Linear kernel, small C",Yes,No,,
English,All,60/40,SVM,"Linear kernel, small C",No,Yes,,
English,All,60/40,SVM,"Linear kernel, small C",No,No,,
English,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
English,All,60/40,SVM,"Linear kernel, standard C",Yes,No,,
English,All,60/40,SVM,"Linear kernel, standard C",No,Yes,,
English,All,60/40,SVM,"Linear kernel, standard C",No,No,,
English,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
English,All,60/40,SVM,"Linear kernel, large C",Yes,No,,
English,All,60/40,SVM,"Linear kernel, large C",No,Yes,,
English,All,60/40,SVM,"Linear kernel, large C",No,No,,
English,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
English,All,60/40,SVM,"RBF kernel, small C",Yes,No,,
English,All,60/40,SVM,"RBF kernel, small C",No,Yes,,
English,All,60/40,SVM,"RBF kernel, small C",No,No,,
English,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
English,All,60/40,SVM,"RBF kernel, standard C",Yes,No,,
English,All,60/40,SVM,"RBF kernel, standard C",No,Yes,,
English,All,60/40,SVM,"RBF kernel, standard C",No,No,,
English,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
English,All,60/40,SVM,"RBF kernel, large C",Yes,No,,
English,All,60/40,SVM,"RBF kernel, large C",No,Yes,,
English,All,60/40,SVM,"RBF kernel, large C",No,No,,
English,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
English,All,60/40,LR,"Liblinear solver, small C",Yes,No,,
English,All,60/40,LR,"Liblinear solver, small C",No,Yes,,
English,All,60/40,LR,"Liblinear solver, small C",No,No,,
English,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
English,All,60/40,LR,"Liblinear solver, standard C",Yes,No,,
English,All,60/40,LR,"Liblinear solver, standard C",No,Yes,,
English,All,60/40,LR,"Liblinear solver, standard C",No,No,,
English,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
English,All,60/40,LR,"Liblinear solver, large C",Yes,No,,
English,All,60/40,LR,"Liblinear solver, large C",No,Yes,,
English,All,60/40,LR,"Liblinear solver, large C",No,No,,
English,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
English,All,60/40,LR,"Lbfgs solver, small C",Yes,No,,
English,All,60/40,LR,"Lbfgs solver, small C",No,Yes,,
English,All,60/40,LR,"Lbfgs solver, small C",No,No,,
English,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
English,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
